Customer,Claim Amount ,Coverage,Education,Employment Status,Gender,Annual Income ($),Location Category,Marital Status,Age,Monthly Premium,Months Since Last Claim,Vehicle Size,Reported to Police?,Witness Details provided?,Weekend?,Car driveable?,"Fraud Detected? Yes=1, No=0"
IW21434,"2,570",Basic,Bachelor,Employed,F,44940,Urban,Single,17,111,1,Medsize,y,y,y,y,1
CP74755,"2,846",Basic,College,Employed,F,39192,Suburban,Divorced,21,117,7,Medsize,n,y,n,y,1
IV13886,"7,292",Basic,High School or Below,Unemployed,M,0,Suburban,Married,22,102,6,Medsize,n,y,n,y,0
SW42446,"10,581",Extended,College,Employed,F,42513,Urban,Married,17,179,0,Small,y,y,n,y,0
RO16377,"23,144",Basic,High School or Below,Employed,M,59821,Suburban,Married,37,211,12,Medsize,n,y,n,y,0
CE46475,"4,605",Basic,College,Medical Leave,F,22571,Suburban,Single,40,55,29,Large,n,y,n,y,0
HE60335,"3,939",Extended,Bachelor,Employed,F,60021,Suburban,Married,39,117,12,Small,y,y,y,y,0
RI69055,"8,104",Basic,High School or Below,Employed,F,58172,Rural,Married,28,103,8,Medsize,y,y,n,y,1
VD96075,"4,165",Premium,Bachelor,Employed,M,58299,Suburban,Married,31,117,24,Medsize,y,y,n,y,0
VI55112,"14,065",Basic,College,Employed,M,25275,Urban,Single,31,103,5,Medsize,n,n,n,y,0
VZ18907,"21,992",Basic,College,Employed,F,80807,Rural,Married,17,155,1,Large,n,y,n,y,1
BA49679,"7,591",Basic,Bachelor,Employed,F,52348,Suburban,Divorced,60,65,33,Medsize,y,y,n,y,0
LK39646,"8,019",Basic,Bachelor,Employed,F,58843,Urban,Single,28,100,1,Large,y,y,n,y,0
VI66860,"3,555",Extended,Master,Employed,F,58557,Rural,Married,24,134,4,Large,n,y,n,y,1
RP14593,"3,946",Basic,Bachelor,Unemployed,F,0,Suburban,Single,17,151,2,Small,n,y,n,n,0
FP34904,"2,916",Basic,College,Employed,M,86599,Suburban,Married,46,51,32,Medsize,n,y,y,n,0
FG15434,"5,555",Basic,Master,Employed,F,52984,Rural,Married,31,105,12,Medsize,n,y,n,y,0
TP12436,"5,329",Basic,Master,Unemployed,F,0,Suburban,Divorced,35,70,18,Large,n,y,n,y,0
KD93234,"5,503",Basic,High School or Below,Unemployed,F,0,Suburban,Married,57,50,33,Small,n,y,n,y,0
GE20220,"7,607",Extended,Bachelor,Employed,F,47778,Rural,Married,17,118,2,Medsize,n,y,n,y,0
RA98783,"27,790",Extended,Bachelor,Employed,F,33806,Urban,Divorced,58,55,32,Medsize,n,n,y,y,0
DW71192,"5,971",Extended,High School or Below,Employed,M,52018,Suburban,Divorced,32,100,17,Medsize,n,n,n,y,0
WD84153,"2,248",Basic,Bachelor,Retired,F,24910,Suburban,Single,17,81,7,Medsize,n,y,n,y,0
ZM75468,"10,746",Extended,College,Employed,M,39135,Suburban,Divorced,28,105,8,Small,y,y,n,n,0
PZ75671,"7,224",Extended,College,Unemployed,F,0,Suburban,Married,56,79,31,Medsize,y,y,n,y,0
ME80331,"9,384",Extended,High School or Below,Unemployed,M,0,Suburban,Single,32,179,7,Medsize,n,y,n,y,1
YA78391,"5,709",Extended,High School or Below,Unemployed,M,0,Suburban,Married,47,50,32,Medsize,y,y,n,y,0
WU76366,"4,984",Basic,Bachelor,Employed,M,28726,Suburban,Divorced,25,71,13,Small,n,y,y,y,1
HB35022,"13,561",Extended,Doctor,Unemployed,M,0,Suburban,Married,27,160,9,Medsize,n,y,n,y,0
AM17304,"7,218",Extended,Master,Employed,F,45356,Suburban,Single,50,74,31,Medsize,n,y,n,n,0
AD56037,"5,160",Extended,High School or Below,Employed,M,87050,Suburban,Married,17,175,1,Medsize,n,y,n,y,0
IJ74908,"13,115",Premium,Bachelor,Employed,M,20705,Rural,Divorced,35,191,8,Medsize,n,y,n,y,0
DH93217,"29,875",Extended,Master,Employed,F,52651,Suburban,Single,46,62,34,Small,y,n,n,y,0
WH48955,"20,237",Basic,Master,Employed,F,55270,Suburban,Married,42,47,35,Medsize,y,y,n,y,0
RU76604,"2,581",Basic,College,Employed,M,46900,Suburban,Married,33,70,13,Medsize,n,n,y,y,1
NE52009,"39,561",Basic,College,Employed,M,60500,Suburban,Married,51,114,27,Small,n,y,n,y,0
FP66510,"8,186",Basic,High School or Below,Employed,F,43877,Urban,Married,53,92,26,Medsize,y,y,n,y,0
TW46585,"4,768",Basic,Bachelor,Unemployed,M,0,Suburban,Single,24,94,2,Medsize,n,y,n,y,1
PE42960,"8,475",Basic,Bachelor,Employed,M,58488,Suburban,Divorced,45,43,29,Small,n,y,y,y,0
LO28839,"4,723",Basic,Bachelor,Employed,F,29193,Suburban,Married,23,99,0,Medsize,n,y,y,n,1
QY41855,"10,485",Extended,College,Employed,F,61108,Rural,Divorced,29,93,22,Medsize,n,y,y,y,0
UA53326,"3,305",Extended,College,Retired,F,23931,Suburban,Single,17,129,4,Large,n,y,y,y,1
UK59933,"5,002",Basic,College,Unemployed,M,0,Suburban,Single,49,26,35,Medsize,n,y,n,n,0
LM37855,"7,607",Basic,College,Unemployed,M,0,Suburban,Married,27,150,3,Small,y,n,n,y,0
UV89069,"2,803",Basic,Bachelor,Employed,F,34628,Rural,Married,44,71,21,Medsize,n,y,n,y,0
NK40551,"7,455",Extended,High School or Below,Employed,F,74089,Suburban,Married,29,96,13,Small,y,n,n,y,0
RR47424,"21,767",Premium,High School or Below,Unemployed,F,0,Suburban,Married,25,328,11,Medsize,n,y,y,y,0
DU68331,"7,317",Basic,College,Employed,F,30493,Rural,Married,25,84,15,Medsize,y,y,n,y,0
LI76661,"7,444",Extended,Bachelor,Employed,M,89285,Urban,Married,36,123,17,Medsize,y,y,y,y,0
CM94209,"3,087",Extended,High School or Below,Employed,F,92147,Urban,Married,40,93,25,Medsize,y,y,y,y,0
BN38134,"6,728",Extended,Bachelor,Employed,F,39428,Rural,Married,43,92,19,Large,y,n,y,y,0
VQ72305,"20,266",Basic,High School or Below,Employed,M,21542,Suburban,Married,42,129,18,Small,y,y,n,y,0
YK26558,"5,265",Basic,College,Unemployed,F,0,Rural,Divorced,57,76,30,Medsize,n,y,n,y,0
XU20264,"8,565",Premium,Bachelor,Disabled,M,23506,Suburban,Single,17,159,0,Medsize,n,y,n,y,1
LG85340,"8,086",Basic,Bachelor,Employed,F,70811,Rural,Married,34,114,14,Medsize,y,y,n,y,0
JZ64443,"4,706",Extended,Bachelor,Unemployed,F,0,Suburban,Single,35,76,21,Large,n,y,n,y,1
CY45848,"4,274",Premium,Bachelor,Employed,F,82214,Rural,Married,18,126,11,Medsize,n,y,y,y,0
AU13233,"5,909",Basic,High School or Below,Employed,F,71401,Urban,Married,37,85,15,Medsize,n,y,y,y,0
IH35630,"41,788",Premium,High School or Below,Employed,F,46587,Suburban,Divorced,57,81,34,Medsize,n,n,n,y,0
JP55271,"10,634",Extended,High School or Below,Employed,F,80046,Rural,Married,23,178,4,Small,n,y,y,y,0
TT47031,"5,451",Basic,Bachelor,Employed,F,76389,Urban,Married,17,114,5,Small,y,y,n,y,0
JN55850,"7,036",Extended,Doctor,Employed,M,77235,Urban,Married,24,131,2,Medsize,n,y,y,y,0
LH94176,"8,203",Basic,High School or Below,Employed,M,38595,Suburban,Divorced,27,100,5,Medsize,y,y,n,y,0
ZB87718,"8,715",Basic,College,Unemployed,F,0,Suburban,Divorced,32,146,14,Medsize,n,y,n,y,0
UQ40371,"3,353",Extended,Master,Employed,F,55359,Urban,Married,39,73,28,Large,y,y,n,y,0
XJ92660,"5,018",Basic,Master,Employed,F,79814,Rural,Married,30,80,18,Medsize,y,y,n,y,0
SG51792,"2,753",Basic,Bachelor,Employed,F,75277,Suburban,Married,17,114,2,Medsize,n,y,n,y,1
DA73502,"2,619",Basic,Bachelor,Employed,M,78618,Urban,Divorced,17,108,7,Medsize,n,y,n,y,0
UF81905,"4,867",Basic,Doctor,Disabled,F,20123,Suburban,Married,17,105,7,Medsize,n,y,n,y,1
PL44132,"3,062",Extended,College,Employed,M,88362,Suburban,Single,35,122,9,Medsize,y,y,n,n,0
US29010,"3,545",Basic,Bachelor,Unemployed,M,0,Suburban,Single,44,98,23,Medsize,n,y,n,y,1
DW72445,"3,260",Extended,College,Employed,M,52782,Suburban,Married,33,75,20,Small,n,n,n,y,1
MU53244,"5,095",Extended,Bachelor,Unemployed,F,0,Urban,Married,29,157,19,Medsize,n,y,n,y,0
EE57466,"2,397",Basic,High School or Below,Retired,F,22283,Suburban,Divorced,42,79,16,Medsize,n,n,n,y,1
QV86635,"7,428",Extended,Bachelor,Employed,M,28848,Urban,Single,33,82,22,Medsize,y,y,n,y,0
RT51330,"2,511",Basic,Doctor,Unemployed,F,0,Suburban,Married,35,66,24,Large,y,y,n,y,0
QW44380,"2,638",Basic,High School or Below,Employed,M,54378,Suburban,Married,32,62,16,Small,n,n,n,y,1
IK66117,"4,969",Basic,High School or Below,Medical Leave,M,21827,Suburban,Married,45,91,18,Medsize,n,y,n,y,0
TD86744,"34,611",Basic,High School or Below,Employed,F,20090,Suburban,Married,37,135,10,Medsize,y,y,y,y,0
TX35222,"11,619",Premium,College,Employed,F,27750,Suburban,Married,49,303,28,Medsize,n,y,n,y,0
PJ92694,"4,763",Basic,High School or Below,Employed,M,57135,Urban,Divorced,51,59,25,Medsize,y,n,n,y,0
YM88338,"4,879",Basic,Bachelor,Employed,F,58580,Suburban,Married,17,83,5,Medsize,n,y,n,y,0
YN61339,"4,330",Premium,College,Employed,M,60475,Suburban,Married,33,151,9,Medsize,y,y,n,y,0
FP45327,"9,095",Basic,College,Employed,M,37937,Suburban,Married,37,134,11,Medsize,y,y,n,y,0
IZ26849,"5,524",Basic,Bachelor,Employed,F,70360,Suburban,Married,20,115,0,Small,n,y,n,y,0
YY16391,"11,836",Premium,College,Unemployed,M,0,Suburban,Single,18,159,9,Medsize,y,y,n,y,1
GX44284,"2,588",Basic,Bachelor,Employed,M,47509,Rural,Divorced,53,72,28,Medsize,n,y,n,y,0
LV14566,"7,177",Basic,Master,Employed,M,27071,Suburban,Divorced,23,229,1,Large,n,y,y,y,1
KQ50003,"27,890",Extended,High School or Below,Employed,F,46546,Urban,Divorced,17,145,9,Medsize,n,y,n,y,0
IW87075,"7,280",Basic,Bachelor,Employed,M,32627,Rural,Single,33,81,14,Medsize,n,n,n,y,0
QY46560,"2,152",Basic,Bachelor,Unemployed,M,0,Suburban,Single,26,83,8,Medsize,n,y,n,y,1
PD79570,"4,334",Premium,Bachelor,Unemployed,F,0,Suburban,Single,24,148,6,Small,y,n,y,y,1
IM78342,"8,631",Extended,College,Unemployed,F,0,Suburban,Married,46,140,19,Medsize,n,y,n,y,0
NT19879,"4,767",Basic,Bachelor,Medical Leave,F,29177,Suburban,Married,23,92,5,Large,n,y,n,y,1
SW98498,"10,439",Extended,College,Employed,M,88233,Urban,Single,46,76,32,Medsize,n,y,n,y,0
WL42517,"3,747",Basic,College,Unemployed,F,0,Suburban,Single,30,111,17,Medsize,n,y,y,y,1
LR82946,"6,617",Basic,Bachelor,Unemployed,M,0,Suburban,Single,28,201,20,Medsize,y,y,n,y,0
KT61396,"3,822",Extended,College,Employed,F,79189,Rural,Married,28,105,20,Small,n,y,n,y,0
GD56260,"2,863",Basic,Master,Employed,F,41077,Rural,Married,30,117,3,Medsize,y,y,n,y,1
YD45660,"9,421",Basic,Bachelor,Employed,F,47048,Suburban,Married,17,164,0,Medsize,y,y,n,y,0
XN50058,"8,768",Premium,Doctor,Employed,M,45484,Suburban,Single,48,77,31,Medsize,y,n,n,y,0
QO61775,"4,572",Basic,Master,Employed,M,79453,Rural,Single,21,155,11,Medsize,n,y,n,y,0
PZ67684,"14,514",Basic,College,Employed,F,88753,Suburban,Single,27,209,6,Small,y,y,n,n,0
IK77998,"2,588",Basic,High School or Below,Unemployed,M,0,Suburban,Single,23,86,7,Medsize,y,y,n,y,1
FL96333,"6,243",Extended,College,Employed,M,73945,Urban,Married,46,82,21,Medsize,n,y,y,y,0
EI58541,"2,720",Basic,College,Retired,F,14030,Suburban,Married,23,80,11,Large,y,y,y,y,1
WW68250,"2,719",Basic,Bachelor,Employed,M,81799,Suburban,Married,34,88,23,Small,y,y,n,y,0
XT19780,"4,804",Basic,High School or Below,Disabled,F,23634,Suburban,Married,17,84,4,Small,n,n,n,y,1
SE44262,"2,857",Extended,Bachelor,Unemployed,M,0,Suburban,Married,49,68,26,Medsize,y,y,n,y,0
GO86980,"5,170",Basic,Bachelor,Employed,F,56334,Suburban,Married,54,23,35,Small,y,y,n,y,0
ZB69355,"4,083",Basic,Bachelor,Medical Leave,F,23206,Suburban,Married,38,93,31,Large,n,y,n,y,0
TM12486,"2,960",Extended,High School or Below,Retired,M,28140,Suburban,Single,46,93,23,Small,n,y,n,y,0
NB86870,"16,468",Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,19,109,4,Medsize,n,y,n,y,0
SS12362,"12,779",Extended,High School or Below,Unemployed,M,0,Suburban,Single,35,118,16,Medsize,y,y,n,y,1
VW58299,"12,169",Basic,Bachelor,Retired,M,14973,Suburban,Divorced,19,143,2,Medsize,y,n,n,y,1
TG37039,"6,241",Extended,Bachelor,Unemployed,F,0,Suburban,Single,52,83,31,Medsize,n,n,n,y,0
RO25639,"5,443",Basic,Doctor,Employed,F,25884,Urban,Married,34,79,18,Medsize,n,y,n,y,0
JK35644,"3,552",Extended,Master,Disabled,M,11607,Urban,Single,27,110,19,Medsize,n,n,n,y,1
DK69871,"24,138",Basic,Master,Employed,M,53691,Urban,Divorced,39,107,13,Medsize,y,y,n,y,0
OU43146,"15,415",Basic,Bachelor,Employed,M,89464,Suburban,Married,31,190,17,Medsize,n,y,n,y,0
KN47424,"5,517",Basic,High School or Below,Employed,F,60596,Urban,Married,29,67,20,Medsize,y,y,n,y,0
ZX80668,"13,449",Basic,Bachelor,Employed,M,43720,Suburban,Single,20,163,5,Medsize,n,y,n,y,1
OI80614,"6,689",Extended,High School or Below,Employed,M,56980,Suburban,Married,59,64,33,Medsize,y,y,n,y,0
JA44693,"7,223",Basic,College,Unemployed,F,0,Suburban,Divorced,17,114,5,Small,y,y,y,y,0
FI61059,"4,311",Basic,College,Unemployed,M,0,Suburban,Single,24,113,0,Medsize,n,y,n,y,1
ZF81243,"4,376",Premium,Bachelor,Employed,F,63774,Rural,Divorced,27,105,18,Medsize,y,n,n,n,0
XD19934,"10,507",Extended,High School or Below,Employed,M,61650,Rural,Single,19,102,8,Medsize,y,y,n,y,0
TA77711,"8,667",Basic,College,Employed,M,31354,Suburban,Married,27,151,11,Small,y,y,n,y,0
PS92059,"5,939",Basic,Doctor,Employed,F,44190,Rural,Married,25,82,17,Medsize,n,n,n,y,0
TT19625,"15,277",Basic,Bachelor,Employed,F,38183,Suburban,Married,42,183,21,Medsize,y,y,n,y,0
EV95033,"2,551",Basic,Master,Employed,M,79751,Suburban,Married,29,89,15,Small,y,y,n,y,0
CS30775,"4,191",Basic,High School or Below,Unemployed,M,0,Suburban,Single,17,88,3,Small,n,y,n,y,1
CI51999,"8,161",Basic,College,Medical Leave,M,12266,Suburban,Married,41,130,25,Medsize,n,y,n,y,0
HK96298,"2,785",Basic,Master,Employed,M,61807,Rural,Divorced,26,116,0,Large,n,y,n,y,1
UO59377,"10,083",Extended,High School or Below,Retired,F,11828,Suburban,Divorced,35,96,18,Large,y,y,n,y,0
OU99581,"19,364",Basic,Bachelor,Employed,M,49945,Rural,Married,29,70,21,Large,n,y,n,y,0
SN63066,"7,154",Basic,Bachelor,Employed,F,28204,Urban,Married,39,174,30,Medsize,n,y,y,y,0
DK92504,"8,779",Extended,High School or Below,Employed,M,54726,Suburban,Married,43,199,30,Small,n,n,n,y,0
DW72437,"2,731",Basic,Master,Employed,F,43386,Urban,Married,21,104,13,Medsize,n,n,n,y,0
GE49670,"7,429",Premium,High School or Below,Unemployed,M,0,Suburban,Married,31,115,6,Medsize,y,y,n,y,0
TK38409,"2,617",Basic,College,Employed,M,72302,Suburban,Divorced,26,86,6,Medsize,y,y,n,n,0
OD89873,"8,045",Basic,Bachelor,Employed,M,71391,Urban,Married,53,37,29,Medsize,y,n,n,y,0
KW41658,"2,534",Basic,Bachelor,Employed,M,21606,Suburban,Divorced,29,89,21,Medsize,y,y,n,y,1
UZ35113,"10,014",Extended,Bachelor,Employed,F,74489,Rural,Married,32,162,11,Medsize,n,y,n,y,0
HO81102,"4,745",Basic,High School or Below,Employed,M,50549,Suburban,Divorced,17,91,2,Medsize,y,n,n,y,0
SM42781,"14,041",Basic,Bachelor,Unemployed,F,0,Urban,Married,29,235,9,Small,n,y,n,y,0
TB40283,"14,635",Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,17,185,5,Medsize,n,n,n,y,1
CR76145,"3,885",Premium,College,Unemployed,M,0,Suburban,Married,17,151,3,Large,n,y,n,y,1
TK45392,"5,107",Basic,Bachelor,Employed,F,35625,Urban,Married,30,87,10,Medsize,n,y,n,y,1
JN78502,"9,385",Basic,High School or Below,Employed,F,25370,Suburban,Married,32,110,21,Small,y,y,n,y,0
KZ60207,"5,008",Basic,College,Employed,M,51523,Suburban,Married,54,62,31,Small,n,n,n,y,0
BR50492,"49,424",Extended,Bachelor,Employed,M,85058,Urban,Married,51,99,34,Medsize,n,y,n,y,0
ES21306,"8,559",Extended,Bachelor,Unemployed,M,0,Suburban,Single,31,171,10,Small,y,y,n,y,0
AT29024,"4,893",Basic,High School or Below,Employed,F,27005,Suburban,Married,26,83,10,Small,y,y,n,y,0
NP23146,"5,366",Basic,College,Employed,F,62808,Urban,Married,55,30,33,Medsize,n,y,n,n,0
SY48471,"5,164",Basic,High School or Below,Employed,F,88692,Urban,Married,45,54,29,Medsize,n,y,n,y,0
GJ47397,"38,055",Basic,High School or Below,Unemployed,M,0,Suburban,Married,37,137,21,Medsize,y,y,n,y,1
CE69971,"7,403",Extended,Master,Medical Leave,F,19064,Rural,Married,43,80,23,Medsize,n,y,n,y,0
GM54859,"6,052",Extended,High School or Below,Unemployed,M,0,Suburban,Single,24,84,16,Large,n,n,n,y,0
WY27579,"7,229",Extended,Bachelor,Employed,M,60345,Rural,Single,47,115,22,Large,n,y,n,y,0
ZT87452,"3,301",Extended,Bachelor,Employed,F,59592,Rural,Divorced,32,124,8,Small,n,n,n,y,1
JM35350,"5,505",Basic,College,Retired,F,15648,Suburban,Married,40,61,29,Medsize,n,y,n,y,0
PT40521,"4,334",Extended,Bachelor,Retired,F,23904,Suburban,Single,21,149,1,Medsize,y,y,n,y,1
TN71469,"4,349",Basic,College,Employed,F,90893,Suburban,Single,54,76,33,Medsize,n,y,y,y,0
GE26813,"4,882",Basic,High School or Below,Unemployed,M,0,Suburban,Divorced,37,82,18,Small,y,y,n,n,0
LU37653,"10,115",Extended,College,Employed,F,74001,Urban,Married,39,94,16,Medsize,y,y,y,y,0
QW40254,"5,260",Basic,College,Employed,M,28447,Suburban,Married,33,65,20,Medsize,n,y,n,y,0
MH76107,"4,014",Basic,College,Employed,M,56586,Rural,Married,54,86,33,Medsize,y,y,n,y,0
ZH28728,"6,285",Premium,Bachelor,Unemployed,M,0,Suburban,Married,18,212,5,Medsize,n,n,n,n,1
SF29524,"4,519",Basic,Doctor,Retired,M,19186,Suburban,Divorced,25,92,10,Small,n,y,n,y,1
WT21922,"17,738",Basic,High School or Below,Employed,F,65348,Rural,Married,49,98,35,Medsize,n,y,n,y,0
WZ56476,"6,265",Extended,Doctor,Unemployed,F,0,Suburban,Married,29,86,18,Medsize,n,y,n,n,0
PP62909,"12,169",Basic,Master,Unemployed,F,0,Rural,Single,46,95,28,Medsize,n,y,n,y,0
XY57950,"3,618",Extended,College,Unemployed,M,0,Suburban,Divorced,17,139,0,Medsize,n,n,n,y,1
RA97108,"6,475",Extended,High School or Below,Unemployed,F,0,Suburban,Single,48,79,21,Medsize,n,y,n,y,0
LT57545,"5,575",Basic,College,Medical Leave,F,18892,Rural,Married,46,35,33,Medsize,y,y,n,y,0
MM97107,"32,145",Premium,High School or Below,Medical Leave,M,19066,Suburban,Married,31,149,5,Medsize,n,y,y,y,1
PO26937,"8,223",Premium,Bachelor,Employed,M,95102,Rural,Married,29,145,6,Medsize,n,y,n,y,0
GJ99406,"7,463",Extended,College,Employed,F,70263,Rural,Married,38,79,30,Small,n,y,n,y,0
LU86185,"9,031",Extended,Master,Unemployed,F,0,Suburban,Single,27,140,15,Medsize,y,y,y,y,0
RO82935,"7,029",Basic,High School or Below,Medical Leave,F,18120,Suburban,Married,42,29,34,Small,y,y,n,y,0
SC47383,"7,407",Basic,Bachelor,Employed,F,38169,Rural,Married,32,80,18,Medsize,y,n,n,y,0
LV27997,"7,582",Basic,College,Employed,M,64801,Urban,Married,44,74,23,Medsize,y,y,n,n,0
RJ32720,"10,719",Extended,College,Employed,F,86036,Suburban,Divorced,24,136,8,Medsize,n,y,y,y,0
KR90607,"3,721",Basic,College,Unemployed,F,0,Suburban,Single,24,115,16,Medsize,y,y,n,y,0
PZ95949,"3,528",Extended,Doctor,Employed,M,31278,Suburban,Married,34,96,24,Medsize,n,n,n,y,1
GI25850,"17,085",Basic,High School or Below,Employed,F,20053,Rural,Married,17,102,2,Medsize,y,y,n,y,0
QH60569,"11,955",Extended,College,Employed,F,71587,Rural,Married,17,145,1,Medsize,n,y,n,y,0
II27516,"6,366",Extended,High School or Below,Employed,M,44368,Suburban,Married,26,116,5,Large,n,y,n,n,0
QI21338,"4,669",Premium,High School or Below,Employed,F,76157,Suburban,Married,22,122,15,Small,n,n,n,y,0
HG83893,"9,101",Basic,High School or Below,Employed,F,59183,Suburban,Married,35,131,11,Medsize,y,y,n,y,0
RN66346,"14,663",Basic,Master,Employed,M,91015,Rural,Divorced,52,61,31,Medsize,y,y,y,y,0
RS53995,"7,530",Basic,College,Employed,M,52774,Rural,Married,35,80,16,Large,y,y,n,y,0
TD90177,"2,648",Basic,College,Employed,M,37876,Urban,Single,35,83,13,Medsize,n,y,n,y,0
FP11025,"8,072",Basic,Bachelor,Employed,F,57938,Urban,Married,17,129,6,Large,y,y,n,y,0
SA62385,"7,645",Extended,High School or Below,Medical Leave,F,26526,Suburban,Married,25,145,0,Medsize,n,n,n,n,0
NL68893,"2,485",Basic,Bachelor,Employed,M,76608,Rural,Married,17,108,2,Small,y,y,n,n,0
LA31975,"13,144",Basic,College,Unemployed,M,0,Suburban,Single,37,188,23,Small,y,y,n,y,0
RM31359,"3,129",Extended,High School or Below,Employed,F,48056,Suburban,Married,23,98,15,Small,n,y,n,y,1
WM19996,"8,350",Basic,Bachelor,Employed,M,45428,Urban,Divorced,17,155,2,Medsize,n,y,n,n,0
SU32452,"3,242",Extended,Bachelor,Employed,F,89196,Rural,Divorced,42,111,17,Small,n,n,n,y,0
MZ79386,"6,925",Extended,Bachelor,Employed,F,88893,Rural,Married,25,128,5,Small,y,y,n,n,0
OY15095,"5,099",Extended,Bachelor,Unemployed,M,0,Suburban,Single,33,85,20,Medsize,n,n,n,y,0
UV99893,"2,885",Basic,Bachelor,Employed,F,92722,Rural,Married,46,38,34,Small,n,n,n,y,0
LD48189,"5,980",Extended,High School or Below,Employed,F,57693,Suburban,Divorced,31,108,16,Medsize,n,n,n,n,0
EK13316,"5,416",Basic,Bachelor,Employed,F,53249,Suburban,Married,52,33,32,Large,n,y,n,y,0
FE82005,"2,345",Basic,Bachelor,Medical Leave,F,26304,Suburban,Single,37,61,22,Medsize,n,y,n,y,0
BL44708,"12,557",Basic,High School or Below,Unemployed,F,0,Suburban,Single,58,56,34,Small,n,y,n,y,0
PQ65328,"2,839",Basic,High School or Below,Employed,M,71460,Rural,Married,35,90,11,Medsize,n,y,n,y,0
AA56476,"5,595",Basic,High School or Below,Employed,F,74454,Suburban,Single,40,51,25,Medsize,n,y,y,y,0
BL66157,"3,980",Extended,Bachelor,Employed,F,96413,Suburban,Married,17,139,3,Small,n,y,y,y,0
SN26999,"10,926",Extended,High School or Below,Employed,F,98542,Suburban,Single,18,136,1,Small,n,n,y,y,0
TS81548,"5,670",Basic,Master,Employed,F,43416,Suburban,Married,28,98,7,Medsize,y,n,n,y,0
DY34902,"5,168",Basic,High School or Below,Employed,F,81182,Suburban,Single,17,110,3,Small,y,n,n,y,0
SX75100,"2,760",Basic,Bachelor,Employed,M,79065,Urban,Married,30,77,13,Medsize,y,y,n,y,1
LZ98529,"10,383",Basic,High School or Below,Retired,M,11721,Suburban,Divorced,28,142,2,Medsize,y,y,n,y,0
FM10372,"3,816",Extended,College,Employed,F,82414,Rural,Divorced,34,115,10,Large,n,y,n,y,0
QX54666,"11,172",Basic,High School or Below,Disabled,M,14533,Suburban,Single,26,97,4,Medsize,y,y,y,y,1
FR48094,"2,457",Basic,High School or Below,Unemployed,M,0,Suburban,Single,38,69,15,Small,y,n,n,y,1
FH61723,"7,481",Basic,Bachelor,Employed,F,52513,Rural,Married,23,111,0,Medsize,y,n,n,y,1
QY83498,"2,660",Extended,College,Unemployed,F,0,Suburban,Divorced,18,127,4,Medsize,n,y,n,y,0
GC81619,"4,627",Basic,Master,Employed,F,79487,Suburban,Divorced,40,104,20,Medsize,n,y,n,n,0
BD84823,"12,157",Premium,High School or Below,Employed,M,57449,Suburban,Single,19,147,6,Medsize,n,n,n,n,0
EU78163,"4,793",Basic,College,Disabled,F,20181,Suburban,Married,20,98,8,Medsize,n,y,n,y,1
FD34314,"2,821",Basic,Bachelor,Employed,M,73339,Urban,Married,17,117,0,Medsize,n,n,n,y,1
HS74723,"17,442",Extended,College,Employed,F,80969,Suburban,Married,27,249,1,Small,n,y,n,y,0
LX27768,"4,203",Basic,Bachelor,Employed,F,74057,Suburban,Married,36,141,12,Small,n,n,n,y,0
YB91420,"7,851",Basic,Bachelor,Employed,F,32225,Suburban,Married,37,52,23,Medsize,n,n,n,y,0
QA45054,"8,932",Basic,High School or Below,Employed,F,60909,Urban,Married,23,128,8,Small,y,y,n,y,0
CO53758,"5,060",Basic,High School or Below,Employed,M,70999,Suburban,Married,22,103,5,Small,y,y,n,y,0
CW57656,"11,196",Extended,College,Employed,F,75457,Rural,Married,21,123,0,Medsize,y,y,n,y,0
MR22119,"4,431",Basic,High School or Below,Employed,M,24059,Suburban,Married,45,88,31,Medsize,n,y,n,y,0
